objects,queries,dimensions,k,missing_rate,mqtt_qos,spark_partitions,synopsis_bins,expected_messages,kafka_messages,topk_results,publish_ms,ingress_ms,spark_ms,total_ms,publish_rate_msg_s,e2e_rate_msg_s,dataset,topic_mappings
200,2,4,10,0.35,0,4,8,400,400,2,2586,3894,17077,20973,154.68,19.07,synthetic,"thesis/raw=thesis.raw.incomplete"
