objects,queries,dimensions,k,missing_rate,mqtt_qos,spark_partitions,synopsis_bins,algorithm,expected_messages,kafka_messages,topk_results,publish_ms,ingress_ms,spark_ms,total_ms,publish_rate_msg_s,e2e_rate_msg_s,dataset,topic_mappings
750,20,2,10,0.35,1,8,8,aes-dscp,207860,207860,20,1531756,1533338,78981,1612321,135.70,128.92,csv,"thesis/raw=thesis.raw.incomplete"
