objects,queries,dimensions,k,missing_rate,mqtt_qos,spark_partitions,synopsis_bins,algorithm,expected_messages,kafka_messages,topk_results,publish_ms,ingress_ms,spark_ms,total_ms,publish_rate_msg_s,e2e_rate_msg_s,dataset,topic_mappings
40,1,2,5,0.35,1,4,8,aes-dscp,310,310,1,1362,2488,11619,14110,227.61,21.97,csv,"thesis/raw=thesis.raw.incomplete"
